Ano de Publicação,Título,Autor,Idioma,Nível do Autor,Avaliação Média,Contagem de Avaliações,Gênero,Vendas Brutas,Receita do Editor,Preço de Venda,Ranking de Vendas,Editora,Unidades Vendidas,Categoria de Avaliação
2010,Heart of the Matter,Emily Giffin,Inglês,Intermediário,3.73,83461,Ficção Científica,910.48,546.288,5.99,603,Simon,4104,Baixa
1847,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",Inglês,Intermediário,3.76,91323,Ficção Científica,149.49,0.0,0.99,605,Amazon,4077,Baixa
1959,The Sirens of Titan,Kurt Vonnegut Jr.,Inglês,Excelente,4.16,72493,Ficção Científica,151.0,90.6,1.0,607,Amazon,4077,Alta
1992,Dolores Claiborne,"Stephen King, Dominique Dill",Francês,Intermediário,3.81,71053,Ficção Científica,661.38,396.828,4.38,608,Amazon,4077,Baixa
2016,The Nest,Cynthia D'Aprix Sweeney,Inglês,Iniciante,3.45,79762,Outro,1508.49,905.094,9.99,608,Amazon,4077,Baixa
2001,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",Inglês,Intermediário,3.99,101016,Ficção Científica,1125.0,675.0,7.5,610,Penguin,4050,Média
2001,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,Inglês,Intermediário,3.98,75665,Ficção Científica,598.5,0.0,3.99,611,Amazon,4050,Média
1993,The Celestine Prophecy,James Redfield,Inglês,Intermediário,3.6,72675,Ficção Científica,594.51,356.706,3.99,615,Penguin,4023,Baixa
2012,My Life Next Door ,Huntley Fitzpatrick,Inglês,Excelente,4.02,102012,Ficção Científica,594.51,356.706,3.99,615,Simon,4023,Média
2012,Winter of the World,Ken Follett,Inglês,Excelente,4.29,71971,Outro,1488.51,893.106,9.99,616,HarperCollins,4023,Alta
2013,"è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]","Haruki Murakami, Philip Gabriel",Inglês,Intermediário,3.82,67873,Ficção Científica,594.51,0.0,3.99,616,Amazon,4023,Baixa
1999,Lucky,Alice Sebold,Inglês,Intermediário,3.77,77462,Infantil,1427.42,856.452,9.58,617,Amazon,4023,Baixa
1927,To The Lighthouse ,Virginia Woolf,Inglês,Intermediário,3.76,83066,Ficção Científica,1144.04,686.424,7.73,619,Macmillan,3996,Baixa
2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,Inglês,Iniciante,3.43,67438,Ficção Científica,146.52,0.0,0.99,620,Amazon,3996,Baixa
1993,Guilty Pleasures,Laurell K. Hamilton,Inglês,Excelente,4.02,104252,Ficção Científica,442.52,0.0,2.99,622,Amazon,3996,Média
2002,The Messenger,Markus Zusak,Inglês,Excelente,4.09,93119,Ficção Científica,145.53,87.318,0.99,624,Amazon,3969,Média
1874,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",Inglês,Intermediário,3.92,87427,Ficção Científica,1997.73,1198.638,13.59,624,HarperCollins,3969,Média
1987,Equal Rites,Terry Pratchett,Inglês,Intermediário,4.0,88673,Ficção Científica,145.53,0.0,0.99,625,Amazon,3969,Média
2000,House of Leaves,Mark Z. Danielewski,Inglês,Excelente,4.13,75469,Ficção Científica,439.53,0.0,2.99,625,Amazon,3969,Alta
1993,Cruel & Unusual,Patricia Cornwell,Holandês,Excelente,4.11,83695,Ficção Científica,439.53,263.718,2.99,626,Amazon,3969,Média
2013,Sycamore Row,John Grisham,Inglês,Intermediário,3.98,56315,Ficção Científica,1074.57,644.742,7.31,627,Penguin,3969,Média
2011,Awakened,"P.C. Cast, Kristin Cast",Inglês,Excelente,4.02,101234,Ficção Científica,675.98,405.588,4.63,628,Hachette,3942,Média
1918,My Ãntonia,Willa Cather,Inglês,Intermediário,3.76,81102,Ficção Científica,582.54,0.0,3.99,629,Amazon,3942,Baixa
2006,Life As We Knew It,Susan Beth Pfeffer,Inglês,Intermediário,3.89,94282,Outro,1097.92,658.752,7.52,629,Amazon,3942,Baixa
2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",Inglês,Excelente,4.02,74511,Outro,1166.54,699.924,7.99,630,Random,3942,Média
2004,90 Minutes in Heaven,"Don Piper, Cecil Murphey",Outro,Intermediário,3.91,67937,Ficção Científica,1251.22,750.732,8.57,631,Amazon,3942,Baixa
2012,The Longest Ride,Nicholas Sparks,Inglês,Excelente,4.14,71276,Ficção Científica,144.54,0.0,0.99,631,Amazon,3942,Alta
1979,Kane and Abel,Jeffrey Archer,Inglês,Excelente,4.27,74052,Ficção Científica,723.55,0.0,4.99,632,Amazon,3915,Alta
2008,Change of Heart,Jodi Picoult,Inglês,Intermediário,3.91,86471,Ficção Científica,990.35,594.21,6.83,634,Simon,3915,Baixa
2003,Dry: A Memoir,Augusten Burroughs,Inglês,Excelente,4.01,70550,Infantil,1448.55,869.13,9.99,635,Amazon,3915,Média
2001,Sam's Letters To Jennifer,James Patterson,Outro,Excelente,4.15,77538,Ficção Científica,868.55,521.13,5.99,636,Hachette,3915,Alta
2015,Grey,E.L. James,Inglês,Intermediário,3.76,75320,Ficção Científica,1134.72,680.832,7.88,637,Hachette,3888,Baixa
1969,Dune Messiah ,Frank Herbert,Inglês,Intermediário,3.86,82580,Ficção Científica,570.57,0.0,3.99,641,Amazon,3861,Baixa
1945,The Great Divorce,C.S. Lewis,Inglês,Excelente,4.28,75031,Ficção Científica,1428.57,857.142,9.99,642,Penguin,3861,Alta
2004,Little Earthquakes,Jennifer Weiner,Outro,Intermediário,3.76,77592,Outro,1072.5,643.5,7.5,645,Random,3861,Baixa
1835,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",Inglês,Excelente,4.28,90999,Ficção Científica,708.58,0.0,4.99,646,Amazon,3834,Alta
2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,Inglês,Excelente,4.34,82399,Ficção Científica,1560.58,936.348,10.99,647,Penguin,61560,Alta
2014,Maybe Someday,Colleen Hoover,Inglês,Excelente,4.33,81707,Ficção Científica,969.86,581.916,6.83,649,Random,61128,Alta
1999,Mr Maybe,Jane Green,Inglês,Iniciante,3.41,78132,Ficção Científica,562.59,0.0,3.99,651,Amazon,61128,Baixa
1915,Anne of the Island,L.M. Montgomery,Inglês,Excelente,4.21,97049,Ficção Científica,139.59,83.754,0.99,652,Random,60696,Alta
1883,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",Inglês,Excelente,4.05,65362,Ficção Científica,1030.71,618.426,7.31,652,Penguin,59400,Média
1854,North and South,"Elizabeth Gaskell, Alan Shelston",Inglês,Excelente,4.13,95274,Ficção Científica,562.59,0.0,3.99,653,Amazon,58968,Alta
2011,A Stolen Life,Jaycee Dugard,Inglês,Intermediário,3.89,72713,Ficção Científica,558.6,0.0,3.99,655,Amazon,57240,Baixa
2010,The Immortals of Meluha,Amish Tripathi,Inglês,Intermediário,4.0,62784,Ficção Científica,418.6,251.16,2.99,658,Amazon,56808,Média
1995,The Lost World,Michael Crichton,Inglês,Intermediário,3.72,83389,Ficção Científica,1398.6,839.16,9.99,658,Amazon,55728,Baixa
2013,Requiem,Lauren Oliver,Inglês,Intermediário,3.74,100593,Ficção Científica,698.6,0.0,4.99,659,Amazon,55080,Baixa
1996,A Crown of Swords,Robert Jordan,Inglês,Intermediário,4.0,86421,Outro,137.61,0.0,0.99,661,Amazon,54000,Média
1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,Inglês,Excelente,4.18,71095,Ficção Científica,725.88,435.528,5.26,665,Penguin,53784,Alta
2012,Finale,Becca Fitzpatrick,Inglês,Excelente,4.22,107569,Ficção Científica,1516.62,909.972,10.99,666,Penguin,53784,Alta
1985,Skeleton Crew,Stephen King,Inglês,Intermediário,3.93,82320,Ficção Científica,957.72,574.632,6.94,668,Random,53568,Média
2002,Lullaby,Chuck Palahniuk,Outro,Intermediário,3.73,66713,Ficção Científica,1094.63,656.778,7.99,671,Hachette,53352,Baixa
2009,Two States,Chetan Bhagat,Inglês,Intermediário,3.42,67866,Ficção Científica,836.4,501.84,6.15,675,Amazon,53352,Baixa
2005,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,"Matsuri Hino, Tomo Kimura",Inglês,Excelente,4.1,89733,Outro,1225.36,0.0,9.01,675,Amazon,53136,Média
2002,Summer Knight,Jim Butcher,Inglês,Excelente,4.3,91012,Ficção Científica,542.64,0.0,3.99,676,Amazon,52920,Alta
1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",Inglês,Excelente,4.1,95378,Ficção Científica,133.65,0.0,0.99,679,Amazon,52488,Média
2007,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",Inglês,Intermediário,3.81,108399,Ficção Científica,538.65,0.0,3.99,680,Amazon,52488,Baixa
2014,Ugly Love,Colleen Hoover,Inglês,Excelente,4.3,107583,Ficção Científica,808.65,485.19,5.99,681,Random,52488,Alta
1998,Chocolat,Joanne Harris,Inglês,Intermediário,3.95,84770,Outro,873.68,524.208,6.52,682,Amazon,52056,Média
1977,The Amityville Horror,Jay Anson,Inglês,Intermediário,3.82,80959,Ficção Científica,1191.26,714.756,8.89,684,Hachette,52056,Baixa
1992,The English Patient,Michael Ondaatje,Outro,Intermediário,3.88,83741,Ficção Científica,663.67,0.0,4.99,688,Amazon,51840,Baixa
2012,Gabriel's Rapture,Sylvain Reynard,Inglês,Excelente,4.22,91213,Ficção Científica,530.67,0.0,3.99,689,Amazon,51624,Alta
1914,Dubliners,"James Joyce, Jeri Johnson",Inglês,Intermediário,3.85,73140,Ficção Científica,397.67,238.602,2.99,690,Random,51408,Baixa
2009,Let the Great World Spin,Colum McCann,Inglês,Intermediário,3.93,71515,Ficção Científica,394.68,0.0,2.99,692,Amazon,51192,Média
2003,The Eternity Code,Eoin Colfer,Inglês,Excelente,4.04,94437,Ficção Científica,394.68,0.0,2.99,692,Amazon,51192,Média
2001,Tell No One,Harlan Coben,Inglês,Excelente,4.11,78070,Ficção Científica,394.68,236.808,2.99,693,Amazon,50976,Média
1987,The Tommyknockers,Stephen King,Inglês,Famoso,3.48,89262,Ficção Científica,790.68,0.0,5.99,693,Amazon,50760,Baixa
2010,Hex Hall,Rachel Hawkins,Inglês,Intermediário,3.96,109881,Ficção Científica,526.68,0.0,3.99,693,Amazon,50544,Média
2010,Steal Like an Artist,Austin Kleon,Inglês,Intermediário,3.86,93625,Ficção Científica,130.68,78.408,0.99,694,Amazon,50328,Baixa
1999,Cryptonomicon,Neal Stephenson,Inglês,Excelente,4.25,72683,Infantil,327.36,196.416,2.48,694,Random,50112,Alta
2013,Beautiful Bastard,Christina Lauren,Inglês,Excelente,4.05,111668,Ficção Científica,394.68,0.0,2.99,695,Amazon,49896,Média
2000,Prodigal Summer,Barbara Kingsolver,Inglês,Intermediário,3.98,78529,Ficção Científica,260.69,156.414,1.99,696,Simon,49896,Média
1996,We Were the Mulvaneys,Joyce Carol Oates,Inglês,Intermediário,3.7,77251,Ficção Científica,1395.15,837.09,10.65,698,Hachette,49680,Baixa
1993,Understanding Comics: The Invisible Art,Scott McCloud,Inglês,Intermediário,3.98,77277,Outro,129.69,77.814,0.99,699,Amazon,49680,Média
2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",Inglês,Intermediário,3.84,95447,Outro,260.69,156.414,1.99,700,HarperCollins,49248,Baixa
2011,The Psychopath Test,Jon Ronson,Inglês,Intermediário,3.91,44097,Ficção Científica,492.7,295.62,3.79,701,Macmillan,49032,Baixa
2005,Vanishing Acts,Jodi Picoult,Inglês,Intermediário,3.68,79662,Ficção Científica,258.7,155.22,1.99,703,Random,48816,Baixa
1995,Absolute Power,David Baldacci,Inglês,Excelente,4.15,72481,Ficção Científica,1656.2,993.72,12.74,704,Macmillan,48816,Alta
2000,Hot Six,Janet Evanovich,Inglês,Excelente,4.18,99329,Ficção Científica,514.71,0.0,3.99,705,Amazon,48600,Alta
2012,The Time Keeper,Mitch Albom,Inglês,Intermediário,3.85,72277,Ficção Científica,127.71,0.0,0.99,707,Amazon,48384,Baixa
2006,A Dirty Job,Christopher Moore,Inglês,Excelente,4.08,78523,Outro,127.71,76.626,0.99,707,Amazon,48168,Média
2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Inglês,Excelente,4.24,66406,Ficção Científica,127.71,0.0,0.99,708,Amazon,47952,Alta
2003,The Amulet of Samarkand,Jonathan Stroud,Inglês,Intermediário,3.99,86062,Ficção Científica,127.71,0.0,0.99,709,Amazon,47736,Média
2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",Inglês,Intermediário,3.91,71023,Ficção Científica,885.76,531.456,6.92,710,Penguin,47520,Baixa
1981,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",Inglês,Intermediário,3.85,70241,Infantil,888.32,532.992,6.94,710,Amazon,47520,Baixa
1958,Exodus,Leon Uris,Inglês,Excelente,4.33,77258,Ficção Científica,1470.72,882.432,11.49,711,Random,47304,Alta
1994,Stones from the River,Ursula Hegi,Inglês,Excelente,4.07,80056,Ficção Científica,787.2,472.32,6.15,712,Amazon,47304,Média
1939,The Big Sleep,Raymond Chandler,Inglês,Excelente,4.04,84489,Ficção Científica,126.72,76.032,0.99,713,Amazon,47088,Média
1945,Cannery Row ,John Steinbeck,Inglês,Excelente,4.02,81598,Ficção Científica,1153.28,691.968,9.01,713,HarperCollins,47088,Média
2011,Seriously...I'm Kidding,Ellen DeGeneres,Inglês,Intermediário,3.72,74358,Ficção Científica,843.28,505.968,6.64,714,Hachette,46872,Baixa
2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,3.83,101325,Ficção Científica,1395.73,837.438,10.99,716,Penguin,46872,Baixa
2012,The Snow Child,Eowyn Ivey,Inglês,Intermediário,3.95,72328,Ficção Científica,125.73,75.438,0.99,716,Amazon,46872,Média
2013,Wait for You,"J. Lynn, Jennifer L. Armentrout",Inglês,Excelente,4.19,106236,Ficção Científica,506.73,0.0,3.99,717,Amazon,46440,Alta
2009,The Last Straw,Jeff Kinney,Inglês,Excelente,4.11,82518,Ficção Científica,502.74,0.0,3.99,719,Amazon,46440,Média
1308,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",Inglês,Excelente,4.06,74130,Ficção Científica,124.74,0.0,0.99,720,Amazon,46008,Média
1982,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",Inglês,Excelente,4.01,69975,Ficção Científica,1198.75,719.25,9.59,724,HarperCollins,46008,Média
2012,Onyx,Jennifer L. Armentrout,Inglês,Excelente,4.33,111448,Ficção Científica,1127.5,676.5,9.02,725,Random,46008,Alta
2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Inglês,Excelente,4.28,109183,Ficção Científica,122.76,73.656,0.99,728,Amazon,45792,Alta
2003,The Birth of Venus,Sarah Dunant,Inglês,Intermediário,3.79,78129,Ficção Científica,370.76,0.0,2.99,730,Amazon,45576,Baixa
2005,The Opal Deception,Eoin Colfer,Inglês,Excelente,4.04,95638,Ficção Científica,121.77,73.062,0.99,733,Amazon,45360,Média
2015,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",Inglês,Intermediário,3.73,53751,Ficção Científica,121.77,73.062,0.99,736,Random,45144,Baixa
2016,The Girls,Emma Cline,Inglês,Iniciante,3.49,76761,Ficção Científica,974.78,584.868,7.99,737,Random,44928,Baixa
2003,The Goose Girl,Shannon Hale,Inglês,Excelente,4.18,92952,Ficção Científica,120.78,72.468,0.99,738,Simon,44280,Alta
2001,Mystic River,Dennis Lehane,Inglês,Excelente,4.19,86103,Ficção Científica,1096.78,658.068,8.99,739,Random,43848,Alta
2010,Warm Bodies,Isaac Marion,Outro,Intermediário,3.93,66381,Ficção Científica,486.78,292.068,3.99,740,Amazon,43848,Média
1881,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Inglês,Intermediário,3.84,84682,Ficção Científica,966.79,580.074,7.99,741,Random,43416,Baixa
1966,The Moon is a Harsh Mistress,Robert A. Heinlein,Inglês,Excelente,4.17,80366,Ficção Científica,930.49,558.294,7.69,743,Penguin,43416,Alta
2010,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",Inglês,Excelente,4.17,35283,Ficção Científica,119.79,71.874,0.99,743,Amazon,43416,Alta
1999,High Five,Janet Evanovich,Inglês,Excelente,4.17,92737,Infantil,671.55,402.93,5.55,745,Amazon,43200,Alta
2013,Joyland,Stephen King,Inglês,Intermediário,3.9,75018,Ficção Científica,118.8,0.0,0.99,746,Amazon,42768,Baixa
2010,é€²æ’ƒã®å·¨äºº 1,"Hajime Isayama, Sheldon Drzka",Inglês,Famoso,4.42,82565,Ficção Científica,118.8,71.28,0.99,748,Amazon,42552,Alta
1933,Tender Is the Night,F. Scott Fitzgerald,Inglês,Intermediário,3.83,79008,Ficção Científica,118.8,71.28,0.99,750,Amazon,42120,Baixa
1984,Cold Sassy Tree,Olive Ann Burns,Outro,Intermediário,3.99,82281,Ficção Científica,950.81,570.486,7.99,751,Random,42120,Média
1945,The Glass Menagerie,Tennessee Williams,Inglês,Intermediário,3.67,90032,Outro,117.81,70.686,0.99,752,Amazon,41904,Baixa
2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",Inglês,Intermediário,3.88,64637,Outro,912.73,547.638,7.67,753,Random,41472,Baixa
2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Inglês,Intermediário,3.84,66129,Ficção Científica,355.81,0.0,2.99,757,Amazon,41256,Baixa
1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,Inglês,Intermediário,3.77,52031,Ficção Científica,117.81,0.0,0.99,759,Amazon,40824,Baixa
2011,Rules of Civility,Amor Towles,Inglês,Intermediário,3.99,75541,Ficção Científica,712.81,427.686,5.99,760,Penguin,40824,Média
1970,Ringworld,Larry Niven,Inglês,Intermediário,3.96,76925,Ficção Científica,117.81,70.686,0.99,760,Amazon,40176,Média
2011,Between Shades of Gray,Ruta Sepetys,Inglês,Excelente,4.36,87718,Ficção Científica,236.81,142.086,1.99,761,Amazon,40176,Alta
1996,Frindle,"Andrew Clements, Brian Selznick",Inglês,Intermediário,3.79,83351,Ficção Científica,712.81,427.686,5.99,762,Macmillan,39960,Baixa
2009,Dog Days,Jeff Kinney,Inglês,Excelente,4.14,78592,Ficção Científica,474.81,0.0,3.99,764,Amazon,39744,Alta
2012,The Round House,Louise Erdrich,Inglês,Intermediário,3.91,67928,Ficção Científica,355.81,0.0,2.99,764,Amazon,39312,Baixa
1973,A Wind in the Door,Madeleine L'Engle,Inglês,Excelente,4.07,87277,Ficção Científica,355.81,0.0,2.99,765,Amazon,39312,Média
2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,Inglês,Excelente,4.18,81621,Outro,1188.81,713.286,9.99,765,Hachette,38880,Alta
2015,A Little Life,Hanya Yanagihara,Inglês,Excelente,4.27,66782,Ficção Científica,355.81,213.486,2.99,766,Amazon,38664,Alta
2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",Inglês,Excelente,4.12,81326,Ficção Científica,117.81,0.0,0.99,767,Amazon,38664,Média
2011,The Alloy of Law,Brandon Sanderson,Inglês,Excelente,4.2,72185,Ficção Científica,593.81,0.0,4.99,768,Amazon,38448,Alta
2011,Dead Reckoning,Charlaine Harris,Inglês,Intermediário,3.77,87066,Outro,117.81,70.686,0.99,770,Amazon,38448,Baixa
1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Inglês,Intermediário,3.9,80075,Ficção Científica,784.21,470.526,6.59,770,Amazon,38448,Baixa
2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,Outro,Excelente,4.34,108884,Ficção Científica,1082.9,649.74,9.1,770,Amazon,38232,Alta
1897,The Invisible Man,H.G. Wells,Inglês,Intermediário,3.62,84778,Ficção Científica,117.81,70.686,0.99,772,Macmillan,38016,Baixa
1985,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",Inglês,Excelente,4.15,63764,Ficção Científica,117.81,70.686,0.99,773,Amazon,38016,Alta
1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",Inglês,Intermediário,3.57,62106,Ficção Científica,915.11,549.066,7.69,775,Random,37584,Baixa
1812,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",Inglês,Intermediário,3.92,78355,Ficção Científica,355.81,0.0,2.99,779,Amazon,37584,Média
1990,Four Past Midnight,Stephen King,Inglês,Intermediário,3.9,76376,Outro,640.22,384.132,5.38,779,HarperCollins,37368,Baixa
2012,The Marriage Bargain,Jennifer Probst,Inglês,Intermediário,3.81,91630,Ficção Científica,1307.81,784.686,10.99,781,Random,37368,Baixa
1909,Anne of Avonlea,L.M. Montgomery,Inglês,Excelente,4.21,99918,Ficção Científica,117.81,70.686,0.99,782,Amazon,37368,Alta
1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",Inglês,Excelente,4.15,82102,Ficção Científica,593.81,0.0,4.99,783,Amazon,37152,Alta
2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,Inglês,Intermediário,3.71,59973,Ficção Científica,355.81,0.0,2.99,783,Amazon,37152,Baixa
1996,Children of the Mind,Orson Scott Card,Inglês,Intermediário,3.74,74517,Ficção Científica,1022.21,613.326,8.59,784,Amazon,36936,Baixa
1922,Ulysses,James Joyce,Inglês,Intermediário,3.74,76791,Ficção Científica,117.81,0.0,0.99,786,Amazon,36936,Baixa
1998,Someone Like You,Sarah Dessen,Inglês,Intermediário,3.94,84358,Outro,355.81,213.486,2.99,786,Simon,36936,Média
2003,Moloka'i,Alan Brennert,Inglês,Excelente,4.15,75307,Outro,950.81,570.486,7.99,787,HarperCollins,36720,Alta
1990,The Witching Hour,Anne Rice,Inglês,Excelente,4.1,79824,Outro,357.54,214.524,3.03,789,Amazon,36504,Média
1986,This Present Darkness,Frank E. Peretti,Inglês,Excelente,4.24,71815,Ficção Científica,352.82,0.0,2.99,791,Amazon,36504,Alta
2012,The Coincidence of Callie & Kayden,Jessica Sorensen,Inglês,Excelente,4.21,97615,Ficção Científica,116.82,70.092,0.99,792,Amazon,36504,Alta
2015,Fates and Furies,Lauren Groff,Inglês,Intermediário,3.56,66085,Ficção Científica,862.58,517.548,7.31,792,HarperCollins,36504,Baixa
1998,Summer Sisters,Judy Blume,Outro,Intermediário,3.83,73515,Ficção Científica,862.58,517.548,7.31,794,Penguin,36504,Baixa
1945,Stuart Little,"E.B. White, Garth Williams",Inglês,Intermediário,3.88,89033,Ficção Científica,352.82,211.692,2.99,797,Amazon,36504,Baixa
1953,The Foundation Trilogy,Isaac Asimov,Inglês,Excelente,4.39,72311,Ficção Científica,1060.82,636.492,8.99,797,HarperCollins,36504,Alta
1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,Inglês,Excelente,4.06,32626,Ficção Científica,352.82,0.0,2.99,798,Amazon,36288,Média
2000,The Austere Academy,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,3.97,99311,Ficção Científica,116.82,0.0,0.99,799,Amazon,36288,Média
2001,Seven Up,Janet Evanovich,Inglês,Excelente,4.15,94506,Ficção Científica,1320.42,792.252,11.19,800,HarperCollins,36072,Alta
2009,The Awakening,Kelley Armstrong,Inglês,Excelente,4.16,95026,Ficção Científica,761.1,456.66,6.45,802,Simon,36072,Alta
2003,Death Masks,Jim Butcher,Inglês,Excelente,4.32,83664,Infantil,654.9,392.94,5.55,802,Amazon,36072,Alta
1993,Stellaluna,Janell Cannon,Inglês,Excelente,4.22,87423,Ficção Científica,116.82,70.092,0.99,803,Amazon,36072,Alta
2007,Before They Are Hanged,Joe Abercrombie,Inglês,Excelente,4.27,68865,Ficção Científica,116.82,70.092,0.99,804,Random,35856,Alta
2007,Loving Frank,Nancy Horan,Inglês,Intermediário,3.73,72734,Ficção Científica,824.82,494.892,6.99,804,Hachette,35640,Baixa
2002,Hard Eight,"Janet Evanovich, Lorelei King",Inglês,Excelente,4.17,93057,Outro,1060.82,636.492,8.99,805,Random,35640,Alta
2001,The Vile Village,"Lemony Snicket, Brett Helquist",Inglês,Intermediário,3.94,89733,Ficção Científica,706.82,424.092,5.99,808,Penguin,35640,Média
1973,Sybil,Flora Rheta Schreiber,Inglês,Intermediário,3.99,72493,Outro,502.68,301.608,4.26,809,HarperCollins,35640,Média
1980,Cosmos,Carl Sagan,Inglês,Excelente,4.35,76440,Outro,1131.62,678.972,9.59,810,Penguin,35640,Alta
2005,Haunted: A Novel of Stories,Chuck Palahniuk,Inglês,Intermediário,3.59,68861,Ficção Científica,234.82,140.892,1.99,810,Simon,35424,Baixa
1987,The Shell Seekers,Rosamunde Pilcher,Inglês,Excelente,4.13,73573,Ficção Científica,588.82,0.0,4.99,811,Amazon,35424,Alta
2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,Inglês,Excelente,4.16,59333,Ficção Científica,1680.32,1008.192,14.24,811,Penguin,35424,Alta
1981,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",Inglês,Intermediário,3.95,56200,Ficção Científica,1128.08,676.848,9.56,813,Simon,35208,Média
1891,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",Outro,Excelente,4.22,65422,Outro,352.82,211.692,2.99,814,Amazon,35208,Alta
2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",Inglês,Excelente,4.02,71868,Infantil,872.02,523.212,7.39,816,Amazon,35208,Média
2013,The Lowland,Jhumpa Lahiri,Inglês,Intermediário,3.82,62231,Ficção Científica,470.82,282.492,3.99,818,Amazon,35208,Baixa
2004,The Ruins of Gorlan,John Flanagan,Inglês,Excelente,4.2,83085,Outro,824.82,494.892,6.99,818,Random,34992,Alta
2009,Wintergirls,Laurie Halse Anderson,Inglês,Intermediário,3.98,87665,Ficção Científica,352.82,0.0,2.99,819,Amazon,34992,Média
2000,The Brethren,John Grisham,Outro,Intermediário,3.71,69351,Ficção Científica,942.82,565.692,7.99,820,Penguin,34992,Baixa
1997,Assassin's Quest,Robin Hobb,Inglês,Excelente,4.18,67125,Ficção Científica,470.82,0.0,3.99,821,Amazon,34776,Alta
