Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
26,Feminino,Raça Mista,Casado,Ensino técnico,Desempregado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
62,Feminino,Asiática,Divorciado,Ensino médio incompleto,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
54,Feminino,Asiática,Casado,Não Informado,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
32,Masculino,Asiática,Casado,Pós-graduação,Empregado (Integral),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
32,Masculino,Asiática,Casado,Pós-graduação,Autônomo,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
29,Feminino,Asiática,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
27,Feminino,Asiática,Casado,Ensino médio completo,Empregado (Meio Período),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
23,Feminino,Asiática,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
18,Masculino,Asiática,Solteiro,Ensino médio completo,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
85,Masculino,Preta,Divorciado,Ensino técnico,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
79,Feminino,Preta,Casado,Ensino técnico,Aposentado,"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
75,Feminino,Preta,Solteiro,Não Informado,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
73,Feminino,Preta,Solteiro,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
70,Masculino,Preta,Casado,Ensino médio incompleto,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
69,Feminino,Preta,Casado,Ensino médio completo,Empregado (Meio Período),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
69,Masculino,Preta,Casado,Ensino médio incompleto,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
69,Masculino,Preta,Viúvo,Ensino médio completo,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
67,Masculino,Preta,Casado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
67,Feminino,Preta,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
66,Feminino,Preta,Solteiro,Ensino médio completo,Desabilitado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
66,Masculino,Preta,Divorciado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
66,Feminino,Preta,Solteiro,Não Informado,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
65,Feminino,Preta,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
64,Masculino,Preta,Casado,Ensino médio completo,Desabilitado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
63,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
62,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
62,Masculino,Preta,Viúvo,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
60,Masculino,Preta,Divorciado,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
59,Feminino,Preta,Divorciado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
57,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
56,Masculino,Preta,Outros,Ensino médio completo,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
56,Masculino,Preta,Solteiro,Não Informado,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
55,Masculino,Preta,Divorciado,Ensino médio completo,Empregado (Integral),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
54,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
53,Masculino,Preta,Casado,Não Informado,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
52,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
51,Feminino,Preta,Divorciado,Ensino médio incompleto,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
51,Feminino,Preta,Casado,Não Informado,Empregado (Meio Período),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
50,Feminino,Preta,Solteiro,Ensino superior completo,Empregado (Meio Período),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
50,Feminino,Preta,Solteiro,Não Informado,Desabilitado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
50,Masculino,Preta,Divorciado,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
50,Masculino,Preta,Casado,Não Informado,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
49,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
48,Masculino,Preta,Casado,Ensino médio incompleto,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
47,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
46,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
46,Masculino,Preta,Casado,Ensino médio completo,Autônomo,"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
45,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
44,Masculino,Preta,Outros,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
42,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
42,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
41,Masculino,Preta,Solteiro,Ensino médio completo,Outro,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
40,Feminino,Preta,Outros,Ensino médio completo,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
39,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
35,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
34,Masculino,Preta,Solteiro,Não Informado,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
34,Masculino,Preta,Outros,Não Informado,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
34,Feminino,Preta,Outros,Ensino superior completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
33,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
32,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
31,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
31,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
30,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
29,Feminino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Adulto,Não lê
29,Feminino,Preta,Divorciado,Ensino médio completo,Empregado (Meio Período),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
28,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
27,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
27,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
27,Feminino,Preta,Casado,Ensino médio incompleto,Desempregado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
23,Feminino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adulto,Não lê
23,Masculino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Adulto,Não lê
20,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Adulto,Não lê
17,Masculino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adolescente,Não lê
17,Masculino,Preta,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Adolescente,Não lê
92,Feminino,Branca,Viúvo,Pós-graduação,Desempregado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
92,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
91,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
90,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
88,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
88,Masculino,Branca,Viúvo,Ensino médio completo,Empregado (Integral),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
87,Masculino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
85,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
84,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
84,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
84,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
84,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
84,Masculino,Branca,Viúvo,Não Informado,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
83,Masculino,Branca,Casado,Ensino médio incompleto,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
83,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
83,Masculino,Branca,Solteiro,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
82,Feminino,Branca,Divorciado,Ensino médio completo,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
82,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
82,Masculino,Branca,Casado,Não Informado,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
82,Masculino,Branca,Não Informado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
82,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Idoso,Não lê
82,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
81,Feminino,Branca,Divorciado,Ensino médio completo,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
81,Masculino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
80,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
80,Masculino,Branca,Casado,Não Informado,Aposentado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
80,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
80,Feminino,Branca,Casado,Pós-graduação,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
79,Feminino,Branca,Casado,Ensino técnico,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
79,Feminino,Branca,Casado,Ensino técnico,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
78,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Meio Período),"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
78,Masculino,Branca,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
78,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
78,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
77,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
77,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
76,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
76,Feminino,Branca,Casado,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
76,Feminino,Branca,Viúvo,Ensino técnico,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
75,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
75,Feminino,Branca,Divorciado,Ensino médio incompleto,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
75,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
75,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
74,Masculino,Branca,Viúvo,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
74,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
73,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
72,Feminino,Branca,Solteiro,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
72,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
72,Feminino,Branca,Viúvo,Ensino técnico,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
72,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
71,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
71,Feminino,Branca,Divorciado,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
71,Masculino,Branca,Casado,Pós-graduação,Empregado (Meio Período),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
71,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
71,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
70,Masculino,Branca,Casado,Não Informado,Empregado (Integral),"$30,000 - $40,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
70,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
70,Masculino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Sim,Idoso,Não lê
70,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
70,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
70,Masculino,Branca,Casado,Ensino técnico,Aposentado,"$75,000 - $100,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
69,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
69,Masculino,Branca,Divorciado,Ensino superior completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
69,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
69,Masculino,Branca,Viúvo,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
69,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
69,Feminino,Branca,Casado,Ensino superior completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
68,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
68,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
68,Masculino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
68,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 - $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
68,Masculino,Branca,Solteiro,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
68,Masculino,Branca,Divorciado,Ensino médio completo,Desabilitado,"$50,000 - $75,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
68,Feminino,Branca,Solteiro,Ensino médio completo,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Não,Idoso,Não lê
68,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"$100,000 a $150,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Idoso,Não lê
67,Masculino,Branca,Divorciado,Ensino médio completo,Desabilitado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Não,Sim,Idoso,Não lê
67,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
67,Masculino,Branca,Casado,Ensino médio incompleto,Aposentado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
67,Feminino,Branca,Viúvo,Ensino médio incompleto,Desempregado,"Menos que $10,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
67,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$40,000 - $50,000",0,Não Informado,Não Informado,Não Informado,Pegou de outra forma,Sim,Não,Idoso,Não lê
